slide_number,detected_title,source_media_name_in_pptx,exported_filename
15,20 24,image46.jpeg,20 24__slide15_8.jpeg
15,20 24,image37.png,20 24__slide15_9.png
15,20 24,image49.png,20 24__slide15_10.png
15,20 24,image52.png,20 24__slide15_11.png
15,20 24,image59.jpeg,20 24__slide15_12.jpeg
15,20 24,image40.png,20 24__slide15_13.png
15,20 24,image45.png,20 24__slide15_14.png
15,20 24,image56.png,20 24__slide15_15.png
15,20 24,image39.png,20 24__slide15_16.png
15,20 24,image48.png,20 24__slide15_17.png
15,20 24,image55.png,20 24__slide15_18.png
15,20 24,image58.png,20 24__slide15_19.png
15,20 24,image44.png,20 24__slide15_20.png
15,20 24,image51.png,20 24__slide15_21.png
15,20 24,image43.png,20 24__slide15_22.png
15,20 24,image3.png,20 24__slide15_23.png
15,20 24,image54.png,20 24__slide15_24.png
16,20 24,image63.png,20 24__slide16_1.png
16,20 24,image60.png,20 24__slide16_2.png
16,20 24,image67.png,20 24__slide16_3.png
16,20 24,image3.png,20 24__slide16_4.png
16,20 24,image62.png,20 24__slide16_5.png
16,20 24,image66.jpg,20 24__slide16_6.jpg
16,20 24,image61.png,20 24__slide16_7.png
16,20 24,image65.png,20 24__slide16_8.png
16,20 24,image64.png,20 24__slide16_9.png
17,19 85,image80.png,19 85__slide17_1.png
17,19 85,image86.png,19 85__slide17_2.png
17,19 85,image82.png,19 85__slide17_3.png
17,19 85,image93.png,19 85__slide17_4.png
17,19 85,image76.jpeg,19 85__slide17_5.jpeg
17,19 85,image79.jpeg,19 85__slide17_6.jpeg
17,19 85,image85.jpeg,19 85__slide17_7.jpeg
17,19 85,image92.png,19 85__slide17_8.png
17,19 85,image3.png,19 85__slide17_9.png
17,19 85,image78.png,19 85__slide17_10.png
17,19 85,image89.png,19 85__slide17_11.png
17,19 85,image71.png,19 85__slide17_12.png
17,19 85,image75.png,19 85__slide17_13.png
17,19 85,image84.jpeg,19 85__slide17_14.jpeg
17,19 85,image91.png,19 85__slide17_15.png
17,19 85,image96.png,19 85__slide17_16.png
17,19 85,image70.png,19 85__slide17_17.png
17,19 85,image88.png,19 85__slide17_18.png
17,19 85,image95.png,19 85__slide17_19.png
17,19 85,image74.png,19 85__slide17_20.png
17,19 85,image81.png,19 85__slide17_21.png
17,19 85,image69.png,19 85__slide17_22.png
17,19 85,image73.png,19 85__slide17_23.png
17,19 85,image77.png,19 85__slide17_24.png
17,19 85,image83.png,19 85__slide17_25.png
17,19 85,image87.png,19 85__slide17_26.png
17,19 85,image90.png,19 85__slide17_27.png
17,19 85,image94.png,19 85__slide17_28.png
17,19 85,image72.png,19 85__slide17_29.png
17,19 85,image68.png,19 85__slide17_30.png
18,19 99,image103.jpeg,19 99__slide18_1.jpeg
18,19 99,image91.png,19 99__slide18_2.png
18,19 99,image112.jpeg,19 99__slide18_3.jpeg
18,19 99,image108.png,19 99__slide18_4.png
18,19 99,image120.jpeg,19 99__slide18_5.jpeg
18,19 99,image111.jpeg,19 99__slide18_6.jpeg
18,19 99,image119.jpeg,19 99__slide18_7.jpeg
18,19 99,image97.png,19 99__slide18_8.png
18,19 99,image105.png,19 99__slide18_9.png
18,19 99,image107.jpeg,19 99__slide18_10.jpeg
18,19 99,image115.jpeg,19 99__slide18_11.jpeg
18,19 99,image99.png,19 99__slide18_12.png
18,19 99,image102.png,19 99__slide18_13.png
18,19 99,image110.png,19 99__slide18_14.png
18,19 99,image118.jpeg,19 99__slide18_15.jpeg
18,19 99,image123.png,19 99__slide18_16.png
18,19 99,image3.png,19 99__slide18_17.png
18,19 99,image94.png,19 99__slide18_18.png
18,19 99,image109.png,19 99__slide18_19.png
18,19 99,image114.jpeg,19 99__slide18_20.jpeg
18,19 99,image122.png,19 99__slide18_21.png
18,19 99,image106.png,19 99__slide18_22.png
18,19 99,image117.jpeg,19 99__slide18_23.jpeg
18,19 99,image98.jpeg,19 99__slide18_24.jpeg
18,19 99,image101.png,19 99__slide18_25.png
18,19 99,image104.png,19 99__slide18_26.png
18,19 99,image113.jpeg,19 99__slide18_27.jpeg
18,19 99,image116.jpeg,19 99__slide18_28.jpeg
18,19 99,image121.jpeg,19 99__slide18_29.jpeg
18,19 99,image100.jpeg,19 99__slide18_30.jpeg
19,20 05,image128.jpeg,20 05__slide19_1.jpeg
19,20 05,image133.jpeg,20 05__slide19_2.jpeg
19,20 05,image3.png,20 05__slide19_3.png
19,20 05,image127.jpeg,20 05__slide19_4.jpeg
19,20 05,image132.png,20 05__slide19_5.png
19,20 05,image136.jpeg,20 05__slide19_6.jpeg
19,20 05,image126.jpeg,20 05__slide19_7.jpeg
19,20 05,image131.png,20 05__slide19_8.png
19,20 05,image125.jpeg,20 05__slide19_9.jpeg
19,20 05,image135.jpeg,20 05__slide19_10.jpeg
19,20 05,image130.jpeg,20 05__slide19_11.jpeg
19,20 05,image124.jpeg,20 05__slide19_12.jpeg
19,20 05,image129.jpg,20 05__slide19_13.jpg
19,20 05,image134.jpeg,20 05__slide19_14.jpeg
20,20 05,image140.jpeg,20 05__slide20_1.jpeg
20,20 05,image144.png,20 05__slide20_2.png
20,20 05,image148.png,20 05__slide20_3.png
20,20 05,image155.jpeg,20 05__slide20_4.jpeg
20,20 05,image3.png,20 05__slide20_5.png
20,20 05,image150.png,20 05__slide20_6.png
20,20 05,image139.jpeg,20 05__slide20_7.jpeg
20,20 05,image143.png,20 05__slide20_8.png
20,20 05,image154.png,20 05__slide20_9.png
20,20 05,image147.png,20 05__slide20_10.png
20,20 05,image149.png,20 05__slide20_11.png
20,20 05,image138.png,20 05__slide20_12.png
20,20 05,image153.jpeg,20 05__slide20_13.jpeg
20,20 05,image74.png,20 05__slide20_14.png
20,20 05,image146.jpeg,20 05__slide20_15.jpeg
20,20 05,image152.png,20 05__slide20_16.png
20,20 05,image157.png,20 05__slide20_17.png
20,20 05,image142.png,20 05__slide20_18.png
20,20 05,image137.jpeg,20 05__slide20_19.jpeg
20,20 05,image141.jpeg,20 05__slide20_20.jpeg
20,20 05,image145.png,20 05__slide20_21.png
20,20 05,image151.png,20 05__slide20_22.png
20,20 05,image156.png,20 05__slide20_23.png
